WoS Source UT,WoS Cited Reference UT,Cited Author,Times Cited,Pub Year,Volume,Page,Cited Work,Cited Title,DOI
WOS:000419959800012,WOS:A1997XV65700006,"Pull, CB",185,1997,47,207,DRUG AND ALCOHOL DEPENDENCE,"Concordance between ICD-10 alcohol and drug use disorder criteria and diagnoses as measured by the AUDADIS-ADR, CIDI and SCAN: results of a cross-national study",10.1016/S0376-8716(97)00091-4
WOS:000419959800012,WOS:A1996VU64400024,"Grant, BF",104,1996,20,1481,ALCOHOLISM-CLINICAL AND EXPERIMENTAL RESEARCH,"DSM-IV, DSM-III-R, and ICD-10 alcohol and drug abuse/harmful use and dependence, United States, 1992: A nosological comparison",10.1111/j.1530-0277.1996.tb01152.x
WOS:000419959800012,WOS:A1993KR15200003,"ROUNSAVILLE, BJ",73,1993,88,337,ADDICTION,"CROSS SYSTEM AGREEMENT FOR SUBSTANCE USE DISORDERS - DSM-III-R, DSM-IV AND ICD-10",10.1111/j.1360-0443.1993.tb00821.x
WOS:000419959800012,WOS:A1991FR48400009,"MUSTO, DF",99,1991,265,40,SCIENTIFIC AMERICAN,"OPIUM, COCAINE AND MARIJUANA IN AMERICAN HISTORY",10.1038/scientificamerican0791-40
WOS:000419959800012,WOS:A1984AMM2600001,"JANZ, NK",4710,1984,11,1,HEALTH EDUCATION QUARTERLY,THE HEALTH BELIEF MODEL - A DECADE LATER,10.1177/109019818401100101
WOS:000419959800012,MEDLINE:4533232,"Edwards, G",3,1974,251,1,Acta psychiatrica Scandinavica. Supplementum,Cannabis and the criteria for legalisation of a currently prohibited recreational drug: groundwork for a debate.,
WOS:000419959800012,000419959800012.1,,11,2016,,,The Washington Times,Marijuana sales in Washington state top $ 1 billion: Report,
WOS:000419959800012,000419959800012.175,"Ogden, DW",25,2009,,,Memorandum for Selected United States Attorneys on Investigations and Prosecutions in States Authorizing the Medical Use of Marijuana,,
WOS:000419959800012,000808022800004.34,,14,2015,,,Treat. Epis. Data Set.-Disch. (TEDS-D.),,
WOS:000419959800012,000879125000001.73,"Smart, R.",11,2015,,,The kids aren't alright but older adults are just fine: Effects of medical marijuana market growth on substance use and abuse,,10.2139/ssrn.2574915
WOS:000419959800012,000419959800012.201,"Sarvet, A",1,1000,,,Medical marijuana laws and adolescent marijuana use: a systematic review.,,
WOS:000419959800012,000419959800012.75,"Choi, A",1,2014,,,,The Impact of Medical Marijuana Laws on Marijuana Use And Other Risky Health Behaviors,
WOS:000419959800012,000419959800012.31,"Angrist, J.",2,1999,3A,3,,Empirical strategies in labor economics,
WOS:000419959800012,000419959800012.202,"Sarvet, AL",1,1000,,,Self-medication of mood and anxiety disorders with marijuana: higher in states with medical marijuana laws.,,
WOS:000419959800012,000419959800012.44,"Baumann, AF",1,2016,,,Bloomberg Businessweek,Weed Rosin Is Changing the Way We Get High,
WOS:000419959800012,000817240900001.2,,55717,2013,,,Diagnostic and statistical manual of mental disorders,,DOI 10.1176/APPI.BOOKS.9780890425787
WOS:000419959800012,000419959800012.16,,1,2015,,,Adolescent brain cognitive development study,,
WOS:000419959800012,000419959800012.9,,1,2016,,,Why people smoke weed to treat depression.,,
WOS:000419959800012,000419959800012.19,,2,2017,,,Controlled substance schedules,,
WOS:000419959800012,000419959800012.10,,1,2016,,,Colorado marijuana's potency getting ' higher',,
WOS:000419959800012,000915542900001.33,"Liu, C.",14,2016,3,9,Inj. Epidemiol,Restraint use and risky driving behaviors across drug types and drug and alcohol combinations for drivers involved in a fatal motor vehicle collision on U.S. roadways,10.1186/s40621-016-0074-7
WOS:000419959800012,000419959800012.18,,1,2016,,,"Figures 3 and 4, Marijuana: Trends in annual and daily use in Grades 8, 10 and 12.",,
WOS:000419959800012,000419959800012.2,,2,2016,,,Washington State Marijuana Impact Report,,
WOS:000419959800012,000397987700007.3,,856,2011,,,,"Relieving pain in America: A blue-print for transforming prevention, care, education, and research",DOI 10.17226/13172
WOS:000419959800012,000824634300001.33,,366,2017,,,Forbes,China's aging population becoming more of a problem,
WOS:000419959800012,000623846200001.10,"Poznyak, V",43,2016,,,The Health and Social Effects of Nonmedical Cannabis Use,,
WOS:000419959800012,000434411700002.2,,264,2017,,,The health effects of cannabis and cannabinoids: The current state of evidence and recommendations for research,,
WOS:000419959800012,000419959800012.14,,8,2015,,,2016-2020 NIDA Strategic Plan,,
WOS:000419959800012,000419959800012.11,,1,2010,,,Marijuana cured my depression,,
WOS:000419959800012,000910890600009.5,"Babor, T. F.",242,2010,2,,Alcohol: No Ordinary Commodity: Research and Public Policy,,
WOS:000419959800012,000419959800012.230,"Wang, GS",2,2017,,,Prev Med,Marijuana and acute health care contacts in Colorado,
WOS:000419959800012,000432616400011.25,"Johnston, L. D.",39,1981,,,"Highlights from Student Drug Use in America, 1975-1980",,
WOS:000419959800012,000419959800012.179,"Pacula, RL",1,2013,,,Assessing the effects of marijuana on marijuana and alcohol use: the devil is in the details,,
WOS:000419959800012,000922425500001.42,,792,2018,,,International classification of diseases for for mortality and morbiditiy statistics (11th Revision),,
WOS:000419959800012,000419959800012.188,"Powell, D",12,2015,,,Do medical marijuana laws reduce addictions and deaths related to pain killers?,,
WOS:000419959800012,000419959800012.171,"Niederdeppe, J",1,2017,,,Tob Control,"Market-level exposure to state antismoking media campaigns and public support for tobacco control policy in the United States, 2001-2002",
WOS:000419959800012,000419959800012.15,,2,2017,,,Is marijuana addictive?,,
WOS:000419959800012,000433994400003.1,,131,2016,,,Fortune,Why this education publisher is betting on online degrees,
WOS:000419959800012,000419959800012.143,"Joy, JE",1,2017,,,Marijuana and Medicine: Assessing the Science Base,,
WOS:000419959800012,000516781500120.1,,722,2017,,,The New York Times,F.C.C. repeals net neutrality rules,
WOS:000828206100001,WOS:000904623700014,"Sansone, Nathalia M. S.",7,2022,8,,LANCET REGIONAL HEALTH-AMERICAS,Severe Acute Respiratory Syndrome by SARS-CoV-2 Infection or Other Etiologic Agents Among Brazilian Indigenous Population: An Observational Study from the First Year of Coronavirus Disease (COVID)-19 Pandemic,10.1016/j.lana.2021.100177
WOS:000828206100001,WOS:000904622900004,"Zeiser, Felipe Andre",26,2022,6,,LANCET REGIONAL HEALTH-AMERICAS,First and second COVID-19 waves in Brazil: A cross-sectional study of patients' characteristics related to hospitalization and in-hospital mortality,10.1016/j.lana.2021.100107
WOS:000828206100001,MEDLINE:35603276,"Banho, Cecilia Artico",9,2022,2,41,Communications medicine,Impact of SARS-CoV-2 Gamma lineage introduction and COVID-19 vaccination on the epidemiological landscape of a Brazilian city.,10.1038/s43856-022-00108-5
WOS:000828206100001,MEDLINE:35602223,"Jun, Tomi",14,2021,1,3,Communications medicine,Analysis of sex-specific risk factors and clinical outcomes in COVID-19.,10.1038/s43856-021-00006-2
WOS:000828206100001,MEDLINE:35602219,"Coutinho, Renato Mendes",23,2021,1,48,Communications medicine,Model-based estimation of transmissibility and reinfection of SARS-CoV-2 P.1 variant.,10.1038/s43856-021-00048-6
WOS:000828206100001,WOS:000634605600002,"Mendes, Matheus Ferreira",10,2022,9,921,JOURNAL OF RACIAL AND ETHNIC HEALTH DISPARITIES,COVID-19 pandemic evolution in the Brazilian Indigenous population,10.1007/s40615-021-01031-6
WOS:000828206100001,WOS:000904617400012,"Ribas Freitas, Andre Ricardo",22,2021,1,,LANCET REGIONAL HEALTH-AMERICAS,The emergence of novel SARS-CoV-2 variant P.1 in Amazonas (Brazil) was temporally associated with a change in the age and sex profile of COVID-19 mortality: A population based ecological study,10.1016/j.lana.2021.100021
WOS:000828206100001,WOS:000720749600091,"Mody, Aaloke",14,2021,73,E2921,CLINICAL INFECTIOUS DISEASES,Understanding Drivers of Coronavirus Disease 2019 (COVID-19) Racial Disparities: A Population-Level Analysis of COVID-19 Testing Among Black and White Populations,10.1093/cid/ciaa1848
WOS:000828206100001,WOS:000750045500005,"Lau, H.",120,2021,27,110,PULMONOLOGY,Evaluating the massive underreporting and undertesting of COVID-19 cases in multiple global epicenters,10.1016/j.pulmoe.2020.05.015
WOS:000828206100001,WOS:000751446200014,"Sharma, Ankur",2,2021,10,3240,JOURNAL OF FAMILY MEDICINE AND PRIMARY CARE,"Clinical features and mortality in COVID-19 SARI versus non COVID-19 SARI cases from Western Rajasthan, India",10.4103/jfmpc.jfmpc_14_21
WOS:000828206100001,WOS:000682437800001,"Boschiero, Matheus Negri",9,2021,17,3989,HUMAN VACCINES & IMMUNOTHERAPEUTICS,The hindrances to perform the COVID-19 vaccination in Brazil,10.1080/21645515.2021.1955607
WOS:000828206100001,WOS:000745546500020,"Santos, Victor Santana",25,2021,43,E250,JOURNAL OF PUBLIC HEALTH,COVID-19 mortality among Indigenous people in Brazil: a nationwide register-based study,10.1093/pubmed/fdaa176
WOS:000828206100001,WOS:000697477900006,"Ribeiro da Silva, Severino Jefferson",43,2021,13,,ONE HEALTH,Collapse of the public health system and the emergence of new variants during the second wave of the COVID-19 pandemic in Brazil,10.1016/j.onehlt.2021.100287
WOS:000828206100001,WOS:000628816600001,"Paixao, Balthazar",7,2021,39,623,NEW GENERATION COMPUTING,Estimation of COVID-19 Under-Reporting in the Brazilian States Through SARI,10.1007/s00354-021-00125-3
WOS:000828206100001,WOS:000604965700008,"Gupta, Shruti",483,2020,180,1436,JAMA INTERNAL MEDICINE,Factors Associated With Death in Critically Ill Patients With Coronavirus Disease 2019 in the US,10.1001/jamainternmed.2020.3596
WOS:000828206100001,WOS:000536638000001,"Souch, Jacob M.",72,2021,37,188,JOURNAL OF RURAL HEALTH,"A Commentary on Rural-Urban Disparities in COVID-19 Testing Rates per 100,000 and Risk Factors",10.1111/jrh.12450
WOS:000828206100001,WOS:000518054400003,"Ruan, Qiurong",3359,2020,46,846,INTENSIVE CARE MEDICINE,"Clinical predictors of mortality due to COVID-19 based on an analysis of data of 150 patients from Wuhan, China",10.1007/s00134-020-05991-x
WOS:000828206100001,WOS:000674403400007,"Pannu, Ashok K.",7,2021,25,761,INDIAN JOURNAL OF CRITICAL CARE MEDICINE,Severe Acute Respiratory Infection Surveillance during the Initial Phase of the COVID-19 Outbreak in North India: Comparison of COVID-19 to Other SARI Causes,10.5005/jp-journals-10071-23882
WOS:000828206100001,WOS:000681277900001,"Planas, Delphine",1064,2021,596,276,NATURE,Reduced sensitivity of SARS-CoV-2 variant Delta to antibody neutralization,10.1038/s41586-021-03777-9
WOS:000828206100001,WOS:000658269300001,"Kupek, Emil",18,2021,26,1019,TROPICAL MEDICINE & INTERNATIONAL HEALTH,How many more? Under-reporting of the COVID-19 deaths in Brazil in 2020,10.1111/tmi.13628
WOS:000828206100001,WOS:000685312900011,"Ribeiro, Karina Braga",52,2021,50,732,INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,"Social inequalities and COVID-19 mortality in the city of Sao Paulo, Brazil",10.1093/ije/dyab022
WOS:000828206100001,WOS:000527334900026,"Liu, Rui",346,2020,505,172,CLINICA CHIMICA ACTA,"Positive rate of RT-PCR detection of SARS-CoV-2 infection in 4880 cases from one hospital in Wuhan, China, from Jan to Feb 2020",10.1016/j.cca.2020.03.009
WOS:000828206100001,WOS:000580782700024,"Cupertino, Graziela Almeida",29,2020,103,609,AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE,COVID-19 and Brazilian Indigenous Populations,10.4269/ajtmh.20-0563
WOS:000828206100001,WOS:000556238700001,"Williamson, Elizabeth J.",3068,2020,584,430,NATURE,Factors associated with COVID-19-related death using OpenSAFELY,10.1038/s41586-020-2521-4
WOS:000828206100001,WOS:000636093400024,"Salyer, Stephanie J.",149,2021,397,1265,LANCET,The first and second waves of the COVID-19 pandemic in Africa: a cross-sectional study,10.1016/S0140-6736(21)00632-2
WOS:000828206100001,WOS:000546663600001,"Oliveira, Beatriz Araujo",63,2020,62,,REVISTA DO INSTITUTO DE MEDICINA TROPICAL DE SAO PAULO,SARS-CoV-2 and the COVID-19 disease: a mini review on diagnostic methods,10.1590/S1678-9946202062044
WOS:000828206100001,WOS:000654097800001,"Naveca, Felipe Gomes",156,2021,27,1230,NATURE MEDICINE,"COVID-19 in Amazonas, Brazil, was driven by the persistence of endemic lineages and P.1 emergence",10.1038/s41591-021-01378-7
WOS:000828206100001,WOS:000692814200001,"Bastos, Leonardo S. L.",30,2020,9,E82,LANCET RESPIRATORY MEDICINE,COVID-19 hospital admissions: Brazil's first and second waves compared,10.1016/S2213-2600(21)00287-3
WOS:000828206100001,WOS:000536003000007,"Bialek, Stephanie",1002,2020,69,422,MMWR-MORBIDITY AND MORTALITY WEEKLY REPORT,"Coronavirus Disease 2019 in Children - United States, February 12-April 2, 2020",10.15585/mmwr.mm6914e4
WOS:000828206100001,WOS:000600149200010,"Peckham, Hannah",643,2020,11,,NATURE COMMUNICATIONS,Male sex identified by global COVID-19 meta-analysis as a risk factor for death and ITU admission,10.1038/s41467-020-19741-6
WOS:000828206100001,WOS:000555461600001,"Liang, Li-Lin",138,2020,10,,SCIENTIFIC REPORTS,Covid-19 mortality is negatively associated with test number and government effectiveness,10.1038/s41598-020-68862-x
WOS:000828206100001,WOS:000659953800001,"Borrelli, Melissa",30,2021,9,,FRONTIERS IN PEDIATRICS,Coronavirus Disease 2019 in Children,10.3389/fped.2021.668484
WOS:000828206100001,WOS:000663047700001,"Yoshikawa, Masahiro",13,2021,9,,FRONTIERS IN PUBLIC HEALTH,Educational Attainment Decreases the Risk of COVID-19 Severity in the European Population: A Two-Sample Mendelian Randomization Study,10.3389/fpubh.2021.673451
WOS:000828206100001,WOS:000616661900005,"Sabino, Ester C.",460,2021,397,452,LANCET,"Resurgence of COVID-19 in Manaus, Brazil, despite high seroprevalence",10.1016/S0140-6736(21)00183-5
WOS:000828206100001,WOS:000655232900001,"Boschiero, Matheus Negri",27,2021,87,,ANNALS OF GLOBAL HEALTH,One Year of Coronavirus Disease 2019 (COVID-19) in Brazil: A Political and Social Overview,10.5334/aogh.3182
WOS:000828206100001,WOS:000643718800001,"Fellows, Martha",18,2021,12,,FRONTIERS IN PSYCHIATRY,Under-Reporting of COVID-19 Cases Among Indigenous Peoples in Brazil: A New Expression of Old Inequalities,10.3389/fpsyt.2021.638359
WOS:000828206100001,WOS:000647827000003,"Pletcher, Mark J.",7,2021,4,,JAMA NETWORK OPEN,Factors Associated With Access to and Timing of Coronavirus Testing Among US Adults After Onset of Febrile Illness,10.1001/jamanetworkopen.2021.8500
WOS:000828206100001,WOS:000565108800001,"Abedi, Vida",303,2021,8,732,JOURNAL OF RACIAL AND ETHNIC HEALTH DISPARITIES,"Racial, Economic, and Health Inequality and COVID-19 Infection in the United States",10.1101/2020.04.26.20079756
WOS:000828206100001,WOS:000573206400001,"Roessler, Steve",7,2021,49,149,INFECTION,Influenza-associated in-hospital mortality during the 2017/2018 influenza season: a retrospective multicentre cohort study in central Germany,10.1007/s15010-020-01529-x
WOS:000828206100001,WOS:000623970200002,"Carvalho, Tatiana Aline",26,2021,99,,DIAGNOSTIC MICROBIOLOGY AND INFECTIOUS DISEASE,"COVID-19 in Brazil: 150,000 deaths and the Brazilian underreporting",10.1016/j.diagmicrobio.2020.115258
WOS:000828206100001,WOS:000631875900017,"Loo, Joan",127,2021,76,412,THORAX,"COVID-19, immunothrombosis and venous thromboembolism: biological mechanisms",10.1136/thoraxjnl-2020-216243
WOS:000828206100001,WOS:000623807600009,"Horby, Peter",5874,2021,384,693,NEW ENGLAND JOURNAL OF MEDICINE,Dexamethasone in Hospitalized Patients with Covid-19,10.1056/NEJMoa2021436
WOS:000828206100001,WOS:000618075600011,"Martins-Filho, Paulo Ricardo",15,2021,31,239,JOURNAL OF EPIDEMIOLOGY,Racial Disparities in COVID-19-related Deaths in Brazil: Black Lives Matter?,10.2188/jea.JE20200589
WOS:000828206100001,WOS:000614870500016,"Czubak, Jacek",10,2021,30,109,ADVANCES IN CLINICAL AND EXPERIMENTAL MEDICINE,"Comparison of the clinical differences between COVID-19, SARS, influenza, and the common cold: A systematic literature review",10.17219/acem/129573
WOS:000828206100001,WOS:000615855700004,"Reina, Jordi",6,2021,156,17,MEDICINA CLINICA,Influenza vaccination in the time of SARS-CoV-2,10.1016/j.medcli.2020.10.012
WOS:000828206100001,WOS:000612645400001,"Piret, Jocelyne",116,2021,11,,FRONTIERS IN MICROBIOLOGY,Pandemics Throughout History,10.3389/fmicb.2020.631736
WOS:000828206100001,WOS:000619523500001,"Hajjar, Ludhmila Abrahao",34,2021,11,,ANNALS OF INTENSIVE CARE,Intensive care management of patients with COVID-19: a practical approach,10.1186/s13613-021-00820-w
WOS:000828206100001,WOS:000611965400006,"Pijls, Bart G.",162,2021,11,,BMJ OPEN,"Demographic risk factors for COVID-19 infection, severity, ICU admission and death: a meta-analysis of 59 studies",10.1136/bmjopen-2020-044640
WOS:000828206100001,WOS:000612534600001,"Zangrillo, Alberto",171,2020,22,91,CRITICAL CARE AND RESUSCITATION,"Fast reshaping of intensive care unit facilities in a large metropolitan hospital in Milan, Italy: facing the COVID-19 pandemic emergency",
WOS:000828206100001,WOS:000599438200026,"Hawkins, R. B.",156,2020,189,129,PUBLIC HEALTH,Socio-economic status and COVID-19-related cases and fatalities,10.1016/j.puhe.2020.09.016
WOS:000828206100001,WOS:000575124400003,"Rentsch, Christopher T.",156,2020,17,,PLOS MEDICINE,Patterns of COVID-19 testing and mortality by race and ethnicity among United States veterans: A nationwide cohort study,10.1371/journal.pmed.1003379
WOS:000828206100001,WOS:000582383200017,"Grasselli, Giacomo",778,2020,180,1345,JAMA INTERNAL MEDICINE,"Risk Factors Associated With Mortality Among Patients With COVID-19 in Intensive Care Units in Lombardy, Italy",10.1001/jamainternmed.2020.3539
WOS:000828206100001,WOS:000550754400014,"Maleki Dana, Parisa",58,2020,35,438,PREHOSPITAL AND DISASTER MEDICINE,An Insight into the Sex Differences in COVID-19 Patients: What are the Possible Causes?,10.1017/S1049023X20000837
WOS:000828206100001,WOS:000539814700001,"Scully, Eileen P.",426,2020,20,442,NATURE REVIEWS IMMUNOLOGY,Considering how biological sex impacts immune responses and COVID-19 outcomes,10.1038/s41577-020-0348-8
